variant,dataset,step_filter,rep_metric,gen_metric,n,pearson_r,pearson_p,spearman_r,spearman_p,partial_spearman_r_ctrl_step,partial_spearman_p_ctrl_step
xclean,PDB,200000,cath_A_top1,_res_designability_rate,111,0.4228459947164986,3.776758988167477e-06,0.39543684964335785,1.7433694618259485e-05,0.22372353841854176,0.018255575970982627
xclean,PDB,200000,cath_T_top1,_res_PDB_FID,111,-0.28856501508026017,0.002130426547220147,-0.2727553956410468,0.0037764749209740793,-0.11668008935589746,0.2226333143494195
xclean,PDB,200000,cath_T_top1,_res_AFDB_FID,111,-0.2186870657173244,0.02111537290912417,-0.20633987289015412,0.02979875640197099,-0.05716150953682602,0.5512392896621202
xclean,PDB,200000,cath_T_top1,_res_designability_rate,111,0.33906530631393833,0.0002723336532073642,0.3113547539772117,0.0008801499365411195,0.1722174256091052,0.07069786849703735
xclean,PDB,200000,if_top1_acc,_res_PDB_FID,111,-0.3943573003693492,1.846602721763267e-05,-0.3653520552934661,8.051797142740088e-05,-0.2881703769016147,0.0021619524394401284
xclean,PDB,200000,if_top1_acc,_res_AFDB_FID,111,-0.28855784460281136,0.002130995637127106,-0.3254566852653847,0.0004912570402436947,-0.2446360194630331,0.009662797856982182
xclean,PDB,200000,if_top1_acc,_res_designability_rate,111,0.5717626046517712,5.587213175852401e-11,0.5174629789973264,6.047679563762548e-09,0.4801834070676407,9.652554816595498e-08
xclean,PDB,200000,dih_mae_total_deg,_res_PDB_FID,111,0.31036736060785447,0.000915866002218802,0.33367276146918756,0.0003451745879351258,0.35941837519344355,0.00010700704309739588
xclean,PDB,200000,dih_mae_total_deg,_res_AFDB_FID,111,0.23345704585706867,0.013664820311611361,0.3073391838928963,0.0010338196405040986,0.3138488218242288,0.0007955308599798558
xclean,PDB,200000,dih_mae_total_deg,_res_designability_rate,111,-0.40732919010406393,9.127161967420007e-06,-0.3787907487553017,4.1408597856511124e-05,-0.41015374847545316,7.798096985093832e-06
xclean,AFDB,0,cath_C_top1,_res_PDB_FID,86,-0.5028484536283172,8.057462024165717e-07,-0.5478136871114367,4.789674134232409e-08,-0.5800506434498767,4.831023083320609e-09
xclean,AFDB,0,cath_C_top1,_res_AFDB_FID,86,-0.4730472386834422,4.236978914183354e-06,-0.5153716935428388,3.822551396477581e-07,-0.5450802315047837,5.7546338581071543e-08
