run,step,layer,t,dim,p_at_L_5_linear,p_at_L_5_mlp,p_at_L,p_at_L_2,p_at_L_5,contact_n_test,cath_level,cath_acc,cath_f1,cath_classes,manifest,ckpt_path,error
baseline,20000,3,1.00,512,nan,0.8885,0.5956,0.7610,0.8885,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000020000-EMA.ckpt,
baseline,20000,4,1.00,512,nan,0.8750,0.5745,0.7375,0.8750,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000020000-EMA.ckpt,
baseline,20000,5,1.00,512,nan,0.8518,0.5535,0.7208,0.8518,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000020000-EMA.ckpt,
baseline,20000,6,1.00,512,nan,0.8461,0.5481,0.7082,0.8461,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000020000-EMA.ckpt,
baseline,20000,7,1.00,512,nan,0.8286,0.5440,0.6977,0.8286,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000020000-EMA.ckpt,
baseline,20000,8,1.00,512,nan,0.7996,0.5128,0.6624,0.7996,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000020000-EMA.ckpt,
baseline,20000,9,1.00,512,nan,0.8067,0.5232,0.6705,0.8067,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000020000-EMA.ckpt,
baseline,40000,0,1.00,512,nan,0.9126,0.6114,0.7736,0.9126,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000040000-EMA.ckpt,
baseline,40000,1,1.00,512,nan,0.9113,0.6252,0.7987,0.9113,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000040000-EMA.ckpt,
baseline,40000,2,1.00,512,nan,0.9140,0.6233,0.7976,0.9140,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000040000-EMA.ckpt,
baseline,40000,3,1.00,512,nan,0.9215,0.6234,0.7893,0.9215,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000040000-EMA.ckpt,
baseline,40000,4,1.00,512,nan,0.9115,0.6130,0.7814,0.9115,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000040000-EMA.ckpt,
baseline,40000,5,1.00,512,nan,0.8996,0.6013,0.7717,0.8996,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000040000-EMA.ckpt,
baseline,40000,6,1.00,512,nan,0.8943,0.5993,0.7648,0.8943,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000040000-EMA.ckpt,
baseline,40000,7,1.00,512,nan,0.8708,0.5723,0.7336,0.8708,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000040000-EMA.ckpt,
baseline,40000,8,1.00,512,nan,0.8649,0.5777,0.7349,0.8649,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000040000-EMA.ckpt,
baseline,40000,9,1.00,512,nan,0.8444,0.5615,0.7144,0.8444,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000040000-EMA.ckpt,
baseline,80000,0,1.00,512,nan,0.9110,0.6221,0.7842,0.9110,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000001_step=000000080000-EMA.ckpt,
baseline,80000,1,1.00,512,nan,0.9159,0.6332,0.8025,0.9159,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000001_step=000000080000-EMA.ckpt,
baseline,80000,2,1.00,512,nan,0.9223,0.6393,0.8030,0.9223,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000001_step=000000080000-EMA.ckpt,
baseline,80000,3,1.00,512,nan,0.9329,0.6444,0.8096,0.9329,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000001_step=000000080000-EMA.ckpt,
baseline,80000,4,1.00,512,nan,0.9259,0.6365,0.8032,0.9259,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000001_step=000000080000-EMA.ckpt,
baseline,80000,5,1.00,512,nan,0.9095,0.6240,0.7850,0.9095,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000001_step=000000080000-EMA.ckpt,
baseline,80000,6,1.00,512,nan,0.9092,0.6253,0.7898,0.9092,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000001_step=000000080000-EMA.ckpt,
baseline,80000,7,1.00,512,nan,0.9006,0.6165,0.7805,0.9006,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000001_step=000000080000-EMA.ckpt,
baseline,80000,8,1.00,512,nan,0.8970,0.6123,0.7698,0.8970,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000001_step=000000080000-EMA.ckpt,
baseline,80000,9,1.00,512,nan,0.8962,0.6120,0.7752,0.8962,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000001_step=000000080000-EMA.ckpt,
baseline,150000,0,1.00,512,nan,0.9350,0.6488,0.8095,0.9350,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000002_step=000000150000-EMA.ckpt,
baseline,150000,1,1.00,512,nan,0.9270,0.6447,0.8122,0.9270,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000002_step=000000150000-EMA.ckpt,
baseline,150000,2,1.00,512,nan,0.9263,0.6498,0.8154,0.9263,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000002_step=000000150000-EMA.ckpt,
baseline,150000,3,1.00,512,nan,0.9307,0.6497,0.8224,0.9307,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000002_step=000000150000-EMA.ckpt,
baseline,150000,4,1.00,512,nan,0.9270,0.6485,0.8154,0.9270,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000002_step=000000150000-EMA.ckpt,
baseline,150000,5,1.00,512,nan,0.9172,0.6429,0.8134,0.9172,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000002_step=000000150000-EMA.ckpt,
baseline,150000,6,1.00,512,nan,0.9159,0.6418,0.8125,0.9159,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000002_step=000000150000-EMA.ckpt,
baseline,150000,7,1.00,512,nan,0.9120,0.6430,0.8143,0.9120,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000002_step=000000150000-EMA.ckpt,
